,date,entity,text,pred,prob
10,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
11,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
12,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
13,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
14,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
15,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
16,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
17,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
18,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
19,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
20,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
21,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
22,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
23,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
24,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
25,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
26,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
27,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
28,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
29,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
30,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
31,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
32,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
33,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
34,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
35,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
36,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
37,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
38,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
39,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
40,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
41,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
42,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
43,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
44,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
45,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
46,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
47,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
48,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
49,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
50,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
51,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
52,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
53,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
54,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
55,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
56,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
57,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
58,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
59,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
60,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
61,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
62,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
63,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
64,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
65,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
66,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
67,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
68,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
69,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
70,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
71,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
72,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
73,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
74,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
75,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
76,2020-05-21,Bitfinex,"  Just after 2016 halving we had:
- Bitfinex exchange hack
- DAO (ETH) hack

Now after 2020 halving we have:
- BlockFi data hack: Name, Email, DOB, Address, Activity
- BitMex exchange hit with a major lawsuit, systems down
- Satoshi moving coins FUD
- MSM dark web FUD

Coincidence? pic.twitter.com/WsyMvRFvuw
",0,0.23753480147519612
77,2020-02-18,Bitfinex,"  2020 #bitcoin halving will not be an easy ride:
- US/Mnuchin: draconian anti-btc laws
- Craig Wright: legal & patent FUD
- Hacks: like 2016 halving (DAO,Bitfinex)
- MtGox & PlusToken selling narrative
- Miner death spiral & futures FUD
- Forks
Risk vs S2F:
medium.com/@100trillionUS…
",0,0.11246536775943633
