Unnamed: 0,date_time,title,excerpt,domain,article_url,entity,pred,raw_output_0,raw_output_1,text,prob
42,2020-06-19 00:00:00,"Aave Technical Analysis: LEND/USD is up 1,000% in 2020, hitting a two-year high of $0.134",Aave has been in a strong uptrend for basically the entirety of 2020. The digital asset has seen meteoric gains going from a low of $0.013 at the beginning of the ...,FXStreet,https://www.fxstreet.com/cryptocurrencies/news/aave-technical-analysis-lend-usd-is-up-1-000-in-2020-hitting-a-two-year-high-of-0134-202006191259,Aave,0,1.5139036178588867,-1.7170220613479614,"Aave Technical Analysis: LEND/USD is up 1,000% in 2020, hitting a two-year high of $0.134Aave has been in a strong uptrend for basically the entirety of 2020. The digital asset has seen meteoric gains going from a low of $0.013 at the beginning of the ...",0.038018371909856796
44,2020-02-10 00:00:00,Kuwait- KCCI Chairman expresses pride of ABCC honoring,"In statements to KUNA following a ceremony held by the ABCC in London to honor him, Al-Ghanim hailed the ABCC move as an honoring for the State of Kuwait ...",MENAFN.COM,https://menafn.com/1099682680/Kuwait-KCCI-Chairman-expresses-pride-of-ABCC-honoring,ABCC,0,1.52018141746521,-1.7268688678741455,"Kuwait- KCCI Chairman expresses pride of ABCC honoringIn statements to KUNA following a ceremony held by the ABCC in London to honor him, Al-Ghanim hailed the ABCC move as an honoring for the State of Kuwait ...",0.037433017045259476
45,2020-02-24 00:00:00,ABCC to hear Osborn Tavern's appeal | Local News,DANVERS — Osborn Tavern on Thursday will appeal a three-day suspension of its liquor license before the state Alcoholic Beverages Control Commission.,The Salem News,https://www.salemnews.com/news/local_news/abcc-to-hear-osborn-taverns-appeal/article_b2547d60-e9ac-54b8-af7b-b1cb2111978f.html,ABCC,0,1.4151437282562256,-1.5924229621887207,ABCC to hear Osborn Tavern's appeal | Local NewsDANVERS — Osborn Tavern on Thursday will appeal a three-day suspension of its liquor license before the state Alcoholic Beverages Control Commission.,0.047085195779800415
46,2020-03-05 00:00:00,ABCC gives green light to wage theft and sham contracting,Embarrassing Senate testimony from the ABCC reveals the construction regulator has effectively given the green light to rogue builders to engage in the sham ...,Mirage News,https://www.miragenews.com/abcc-gives-green-light-to-wage-theft-and-sham-contracting/,ABCC,0,0.34104442596435547,-0.310790479183197,ABCC gives green light to wage theft and sham contractingEmbarrassing Senate testimony from the ABCC reveals the construction regulator has effectively given the green light to rogue builders to engage in the sham ...,0.34257617592811584
47,2020-03-11 00:00:00,ABCC takes employer to court over ‘unlawful picket’,The ABCC filed Federal Court proceedings against Tyrone Construction Services and its managing director Alistair Adams over alleged unlawful pickets at the ...,The Australian,https://www.theaustralian.com.au/nation/abcc-takes-employer-to-court-over-unlawful-picket/news-story/8cc081cff9f38efa12c9dc33f510ba95,ABCC,1,-0.5489454865455627,0.6838549971580505,ABCC takes employer to court over ‘unlawful picket’The ABCC filed Federal Court proceedings against Tyrone Construction Services and its managing director Alistair Adams over alleged unlawful pickets at the ...,0.7743083238601685
48,2020-03-26 00:00:00,Five restaurants submit applications to ABCC,"Protests to this application must be received by the ABCC no later than Friday, April 3. – Essential Chef LLC has filed an application for a restaurant liquor license, ...",CapeGazette.com,https://www.capegazette.com/article/five-restaurants-submit-applications-abcc/199949,ABCC,0,1.4619994163513184,-1.6540367603302002,"Five restaurants submit applications to ABCCProtests to this application must be received by the ABCC no later than Friday, April 3. – Essential Chef LLC has filed an application for a restaurant liquor license, ...",0.04245061054825783
54,2020-06-19 00:00:00,"80pc of labour hire firms breaking law, ABCC audit shows",The ABCC said errors occurred where an employer used an industrial instrument that did not apply to the workers or when they were operating with limited ...,The Australian,https://www.theaustralian.com.au/business/80pc-of-labour-hire-firms-breaking-law-abcc-audit-shows/news-story/102c972a40cd697ec3e69a9875557d61,ABCC,1,-0.7231211066246033,0.8852627873420715,"80pc of labour hire firms breaking law, ABCC audit showsThe ABCC said errors occurred where an employer used an industrial instrument that did not apply to the workers or when they were operating with limited ...",0.8331868648529053
55,2020-06-23 00:00:00,ABCC fails to investigate death threats against CFMEU ...,"The national construction regulator, the ABCC, has failed to investigate death threats made against a South Australian CFMEU delegate and his family in the latest ...",Mirage News,https://www.miragenews.com/abcc-fails-to-investigate-death-threats-against-cfmeu-delegate-family/,ABCC,1,-0.0029604099690914154,0.08297284692525864,"ABCC fails to investigate death threats against CFMEU ...The national construction regulator, the ABCC, has failed to investigate death threats made against a South Australian CFMEU delegate and his family in the latest ...",0.5214700698852539
56,2020-06-22 00:00:00,ABCC ADVISORY REGARDING INDOOR SERVICE AT ON-PREMISES CONSUMPTION LICENSEES,"ABCC ADVISORY REGARDING INDOOR SERVICE AT ON-PREMISES CONSUMPTION LICENSEES. Posted on: June 22, 2020 - 9:28am. On June 19, 2020, ...",,https://www.weymouth.ma.us/home/news/abcc-advisory-regarding-indoor-service-at-on-premises-consumption-licensees,ABCC,0,1.506467342376709,-1.7121257781982422,"ABCC ADVISORY REGARDING INDOOR SERVICE AT ON-PREMISES CONSUMPTION LICENSEESABCC ADVISORY REGARDING INDOOR SERVICE AT ON-PREMISES CONSUMPTION LICENSEES. Posted on: June 22, 2020 - 9:28am. On June 19, 2020, ...",0.038471996784210205
57,2020-06-30 00:00:00,ABCC to highlight tools in upcoming webinar,"DUBAI, June 30, 2020. The Arab Brazilian Chamber of Commerce (ABCC) is set to host the ninth edition of its webinar on Wednesday, July 1, ...",Trade Arabia,http://www.tradearabia.com/news/MISC_369718.html,ABCC,0,1.5243375301361084,-1.737081527709961,"ABCC to highlight tools in upcoming webinarDUBAI, June 30, 2020. The Arab Brazilian Chamber of Commerce (ABCC) is set to host the ninth edition of its webinar on Wednesday, July 1, ...",0.036918722093105316
63,2020-06-17 00:00:00,"Chainlink, a leading Decentralized Oracle Network, Integrated by 0x Relayer Bamboo Relay",The Bamboo Relay team notes that decentralized or non-custodial exchanges have become a key component of the decentralized finance (DeFi) ecosystem.,Crowdfund Insider,https://www.crowdfundinsider.com/2020/06/162803-chainlink-a-leading-decentralized-oracle-network-integrated-by-0x-relayer-bamboo-relay/,Bamboo Relay,0,1.5234441757202148,-1.7347465753555298,"Chainlink, a leading Decentralized Oracle Network, Integrated by 0x Relayer Bamboo RelayThe Bamboo Relay team notes that decentralized or non-custodial exchanges have become a key component of the decentralized finance (DeFi) ecosystem.",0.03703368082642555
64,2020-01-09 00:00:00,Bancor begins ETHBNT airdrop to help decentralize ...,"Bancor currently operates on the Ethereum and EOS blockchains, but the Bancor protocol is designed to be interoperable for additional blockchains... by ...",CryptoNinjas,https://www.cryptoninjas.net/2020/01/09/bancor-begins-ethbnt-airdrop-to-help-decentralize-exchange-liquidity/,Bancor,0,1.5224175453186035,-1.7355766296386719,"Bancor begins ETHBNT airdrop to help decentralize ...Bancor currently operates on the Ethereum and EOS blockchains, but the Bancor protocol is designed to be interoperable for additional blockchains... by ...",0.03704069182276726
65,2020-01-16 00:00:00,Bancor’s Airdrop as First Step to Take Blockchain Out of 1997: Interview,"Cointelegraph interviewed Bancor's Eyal Hertzog and Nate Hindman to learn more about the planned BNT airdrop, DAO transition and the future of crypto.",Cointelegraph,https://cointelegraph.com/news/bancors-airdrop-as-first-step-to-take-blockchain-out-of-1997-interview,Bancor,0,1.5231876373291016,-1.7324237823486328,"Bancor’s Airdrop as First Step to Take Blockchain Out of 1997: InterviewCointelegraph interviewed Bancor's Eyal Hertzog and Nate Hindman to learn more about the planned BNT airdrop, DAO transition and the future of crypto.",0.03712577000260353
75,2020-06-11 00:00:00,"Coinbase Is Considering Adding Bancor (BNT), DigiByte (DGB), Other Assets, as 22,000 More BTC Is Reportedly Leaving Exchange Per Day than Being Deposited","Coinbase Is Considering Adding Bancor (BNT), DigiByte (DGB), Other Assets, as 22,000 More BTC Is Reportedly Leaving Exchange Per Day than Being ...",Crowdfund Insider,https://www.crowdfundinsider.com/2020/06/162604-coinbase-is-considering-adding-bancor-bnt-digibyte-dgb-other-assets-as-22000-more-btc-is-reportedly-leaving-exchange-per-day-than-being-deposited/,Bancor,0,1.5124969482421875,-1.7144396305084229,"Coinbase Is Considering Adding Bancor (BNT), DigiByte (DGB), Other Assets, as 22,000 More BTC Is Reportedly Leaving Exchange Per Day than Being DepositedCoinbase Is Considering Adding Bancor (BNT), DigiByte (DGB), Other Assets, as 22,000 More BTC Is Reportedly Leaving Exchange Per Day than Being ...",0.038164544850587845
76,2020-06-11 00:00:00,"Coinbase may list Aave, Bancor, Ren, Vechain, Synthetix and 13 other cryptocurrencies","Coinbase is currently exploring the addition of 18 new digital assets, which include DeFi tokens such as Aave, Bancor, Ren, VeChain, Aragon, and DigiByte.",CryptoSlate,https://cryptoslate.com/coinbase-may-list-aave-bancor-ren-vechain-synthetix-and-13-other-cryptocurrencies/,Bancor,0,1.517535924911499,-1.7288812398910522,"Coinbase may list Aave, Bancor, Ren, Vechain, Synthetix and 13 other cryptocurrenciesCoinbase is currently exploring the addition of 18 new digital assets, which include DeFi tokens such as Aave, Bancor, Ren, VeChain, Aragon, and DigiByte.",0.03745583817362785
81,2020-06-18 00:00:00,"Bancor Discovers Critical Vulnerability, Hacks Itself to Prevent Theft","The Bancor decentralized exchange has released a smart contract with a critical vulnerability, and is now hacking itself to save user funds from malicious actors.",Cointelegraph,https://cointelegraph.com/news/bancor-discovers-critical-vulnerability-hacks-itself-to-prevent-theft,Bancor,1,-2.023162364959717,2.0528976917266846,"Bancor Discovers Critical Vulnerability, Hacks Itself to Prevent TheftThe Bancor decentralized exchange has released a smart contract with a critical vulnerability, and is now hacking itself to save user funds from malicious actors.",0.9833089709281921
90,2020-01-22 00:00:00,Can Basic Attention Token (BAT) Solve the Traditional ...,"Basic Attention Token (BAT) business model relies on giving users a share of this advertising, so that they are willing to view targeted ads, while protecting their ...",CryptoTicker,https://cryptoticker.io/en/basic-attention-token/,Basic Attention Token,0,1.5140995979309082,-1.7220889329910278,"Can Basic Attention Token (BAT) Solve the Traditional ...Basic Attention Token (BAT) business model relies on giving users a share of this advertising, so that they are willing to view targeted ads, while protecting their ...",0.03782637044787407
100,2020-04-16 00:00:00,"Charles Hoskinson on Tezos, Zcash, Dash, Algorand, and Basic Attention Token","Charles Hoskinson on Tezos, Zcash, Dash, Algorand, and Basic Attention Token. Siamak Masnavi. 16 Apr 2020; /; In #Altcoins. AddThis Sharing Buttons.",CryptoGlobe,https://www.cryptoglobe.com/latest/2020/04/charles-hoskinson-on-tezos-zcash-dash-algorand-and-basic-attention-token/,Basic Attention Token,0,1.5054242610931396,-1.712225079536438,"Charles Hoskinson on Tezos, Zcash, Dash, Algorand, and Basic Attention TokenCharles Hoskinson on Tezos, Zcash, Dash, Algorand, and Basic Attention Token. Siamak Masnavi. 16 Apr 2020; /; In #Altcoins. AddThis Sharing Buttons.",0.038506921380758286
107,2020-06-27 00:00:00,Basic Attention Token (BAT) Whales Accumulate 6% of Supply in 5 days - Ethereum World News,"Basic Attention Token (BAT) is experiencing double-digit gains in the crypto markets. In the past week, BAT whales have been accumulating the token in a big way.",Ethereum World News,https://en.ethereumworldnews.com/basic-attention-token-bat-whales-accumulate-6-of-supply-in-5-days/,Basic Attention Token,0,1.5119917392730713,-1.7111241817474365,"Basic Attention Token (BAT) Whales Accumulate 6% of Supply in 5 days - Ethereum World NewsBasic Attention Token (BAT) is experiencing double-digit gains in the crypto markets. In the past week, BAT whales have been accumulating the token in a big way.",0.03830503672361374
112,2020-06-24 00:00:00,"BigONE's Fun ""Lucky Draw"" that Everyone Loves","We hope that you will enjoy the lottery, and wish you the best of luck. Learn more about our lottery at https://big.one/lottery. BigONE's website: Big.one. Twitter: https ...",newsBTC,https://www.newsbtc.com/press-releases/bigones-fun-lucky-draw-that-everyone-loves/,BigONE,0,1.5187454223632812,-1.7281265258789062,"BigONE's Fun ""Lucky Draw"" that Everyone LovesWe hope that you will enjoy the lottery, and wish you the best of luck. Learn more about our lottery at https://big.one/lottery. BigONE's website: Big.one. Twitter: https ...",0.03743945062160492
120,2020-01-06 00:00:00,Binance Stablecoin Receives NYDFS Approval,"According to a recent announcement by one of the world's largest crypto exchanges, Binance, its USD-backed stablecoin was just approved by the New York ...",Bitcoinist,https://bitcoinist.com/binance-stablecoin-receives-nydfs-approval/,Binance,0,1.5269103050231934,-1.737924337387085,"Binance Stablecoin Receives NYDFS ApprovalAccording to a recent announcement by one of the world's largest crypto exchanges, Binance, its USD-backed stablecoin was just approved by the New York ...",0.03679747134447098
121,2020-01-03 00:00:00,Was China’s digital yuan behind Binance’s Shanghai office closing?,"Binance CEO Changing “CZ” Zhao on what the meaning of “is” is (via Twitter). As it turns out, their actions matched a warning issued by the China Securities ...",Modern Consensus,https://modernconsensus.com/cryptocurrencies/bitcoin/was-chinas-digital-yuan-behind-binances-shanghai-office-closing/,Binance,0,1.428661823272705,-1.6086511611938477,"Was China’s digital yuan behind Binance’s Shanghai office closing?Binance CEO Changing “CZ” Zhao on what the meaning of “is” is (via Twitter). As it turns out, their actions matched a warning issued by the China Securities ...",0.0457683801651001
125,2020-01-08 00:00:00,Binance Adds Near-Instant UK Pound Payments in Latest Fiat Expansion - CoinDesk,Malta-based cryptocurrency exchange Binance has added a flurry of new fiat funding options since the first of the year including faster payments for U.K. ...,Coindesk,https://www.coindesk.com/binance-adds-near-instant-uk-pound-deposits-in-latest-fiat-expansion,Binance,0,1.5208964347839355,-1.7317694425582886,Binance Adds Near-Instant UK Pound Payments in Latest Fiat Expansion - CoinDeskMalta-based cryptocurrency exchange Binance has added a flurry of new fiat funding options since the first of the year including faster payments for U.K. ...,0.0372312106192112
126,2020-01-08 00:00:00,Binance Donates $1 Million in Crypto for Australian Bushfire Relief | News,The philanthropic arm of cryptocurrency exchange Binance has announced the kick off of a charity project aiming to help with Australia bushfire relief efforts. The ...,Bitcoin News,https://news.bitcoin.com/binance-donates-1-million-in-crypto-for-australian-bushfire-relief/,Binance,0,1.527083158493042,-1.7346701622009277,Binance Donates $1 Million in Crypto for Australian Bushfire Relief | NewsThe philanthropic arm of cryptocurrency exchange Binance has announced the kick off of a charity project aiming to help with Australia bushfire relief efforts. The ...,0.03690683841705322
127,2020-01-09 00:00:00,Binance Europe’s head of operations has left the exchange,"Gospodinova joined Binance in August 2018, according to her LinkedIn profile. Before Binance, she held leadership roles in the payment industry with European ...",Yahoo Finance,https://finance.yahoo.com/news/binance-europe-head-operations-left-112516997.html,Binance,0,1.440443992614746,-1.6376426219940186,"Binance Europe’s head of operations has left the exchangeGospodinova joined Binance in August 2018, according to her LinkedIn profile. Before Binance, she held leadership roles in the payment industry with European ...",0.044020261615514755
131,2020-01-09 00:00:00,Blockchain Queen: The Binance Charity Chief Making The ...,"When Binance, the leading cryptocurrency exchange, set up its Blockchain Charity Foundation, Helen Hai was chosen to lead it. Now, she wants to use ...",BusinessBecause,https://www.businessbecause.com/news/emba/6611/blockchain-binance-charity-chief-makes-cryptocurrency-exchange-do-good,Binance,0,1.5225296020507812,-1.7353246212005615,"Blockchain Queen: The Binance Charity Chief Making The ...When Binance, the leading cryptocurrency exchange, set up its Blockchain Charity Foundation, Helen Hai was chosen to lead it. Now, she wants to use ...",0.0370456799864769
134,2020-01-17 00:00:00,Binance Negotiating with 2 Japanese Firms for Strategic Partnership,"Global crypto exchange Binance announced on Friday that it is in talks with two Japanese companies – Z Holdings-subsidiary Z Corporation and TaoTao, ...",Finance Magnates,https://www.financemagnates.com/cryptocurrency/news/binance-negotiating-with-2-japanese-firms-for-strategic-partnership/,Binance,0,1.5300815105438232,-1.7426912784576416,"Binance Negotiating with 2 Japanese Firms for Strategic PartnershipGlobal crypto exchange Binance announced on Friday that it is in talks with two Japanese companies – Z Holdings-subsidiary Z Corporation and TaoTao, ...",0.036517150700092316
136,2020-01-16 00:00:00,"$1.4B in illicit Bitcoin was laundered via Binance and Huobi last year, report says","“That may come as a surprise given that Binance and Huobi are two of the largest exchanges operating, and are subject to KYC regulations.” Sorry, the video ...",TNW,https://thenextweb.com/hardfork/2020/01/16/bitcoin-cryptocurrency-money-launder-chainalysis-blockchain-huobi-binance/,Binance,1,-0.42531341314315796,0.5305476784706116,"$1.4B in illicit Bitcoin was laundered via Binance and Huobi last year, report says“That may come as a surprise given that Binance and Huobi are two of the largest exchanges operating, and are subject to KYC regulations.” Sorry, the video ...",0.7222923040390015
137,2020-01-20 00:00:00,Binance CEO Suggests Crypto Exchanges Are Safer Than Keeping One’s Keys,"Binance CEO and co-founder Changpeng Zhao suggested that, for most, keeping crypto assets on an exchange is safer than keeping the keys themselves.",Cointelegraph,https://cointelegraph.com/news/binance-ceo-suggests-crypto-exchanges-are-safer-than-keeping-ones-keys,Binance,0,1.5129916667938232,-1.722461462020874,"Binance CEO Suggests Crypto Exchanges Are Safer Than Keeping One’s KeysBinance CEO and co-founder Changpeng Zhao suggested that, for most, keeping crypto assets on an exchange is safer than keeping the keys themselves.",0.037853144109249115
143,2020-01-19 00:00:00,Binance CEO accuses Chainalysis of ‘bad business’ over AML report,Blockchain analytics firm Chainalysis flagged up Binance for receiving the most illicit cryptocurrency out of all exchanges last week - and the Binance CEO has ...,Coin Rivet,https://coinrivet.com/binance-chainalysys-aml-report/,Binance,1,-1.18607759475708,1.356588363647461,Binance CEO accuses Chainalysis of ‘bad business’ over AML reportBlockchain analytics firm Chainalysis flagged up Binance for receiving the most illicit cryptocurrency out of all exchanges last week - and the Binance CEO has ...,0.9270792007446289
148,2020-01-24 00:00:00,Harmony Kicks Off Migration From Ethereum and Binance Chains to Its Own - CoinDesk,Holders of the ONE token from the team at Harmony should make plans to swap their ERC-20 (ethereum) or BEP-2 (binance chain) tokens for the coin on ...,Coindesk,https://www.coindesk.com/harmony-kicks-off-migration-from-ethereum-and-binance-chains-to-its-own,Binance,0,1.5165233612060547,-1.7227864265441895,Harmony Kicks Off Migration From Ethereum and Binance Chains to Its Own - CoinDeskHolders of the ONE token from the team at Harmony should make plans to swap their ERC-20 (ethereum) or BEP-2 (binance chain) tokens for the coin on ...,0.037712935358285904
153,2020-01-30 00:00:00,"Binance Hires Ex-Huobi Executive as Europe, Latin America Director",Leading crypto exchange Binance on Thursday announced the appointment of Josh Goodbody as the director of its European and Latin American growth and ...,Finance Magnates,https://www.financemagnates.com/executives/moves/binance-hires-ex-huobi-executive-as-europe-latin-america-director/,Binance,0,1.5283777713775635,-1.7343400716781616,"Binance Hires Ex-Huobi Executive as Europe, Latin America DirectorLeading crypto exchange Binance on Thursday announced the appointment of Josh Goodbody as the director of its European and Latin American growth and ...",0.03687257692217827
154,2020-01-30 00:00:00,Binance Poaches Huobi's European and Latin American Business Lead,"Binance, the second-largest cryptocurrency exchange by 24-hour volume, has hired an exec from one of its foremost competitor exchanges, Huobi. According to ...",Cointelegraph,https://cointelegraph.com/news/binance-poaches-huobis-european-and-latin-american-business-lead,Binance,0,1.5216970443725586,-1.7199151515960693,"Binance Poaches Huobi's European and Latin American Business LeadBinance, the second-largest cryptocurrency exchange by 24-hour volume, has hired an exec from one of its foremost competitor exchanges, Huobi. According to ...",0.037629466503858566
155,2020-01-30 00:00:00,Binance hires former Huobi exec for European expansion,Crypto exchange Binance has hired former Huobi executive Josh Goodbody for leading growth in Europe and Latin America. Goodbody joins Binance as ...,The Block Crypto,https://www.theblockcrypto.com/linked/54490/binance-hires-former-huobi-exec-for-european-expansion,Binance,0,1.5230045318603516,-1.73040771484375,Binance hires former Huobi exec for European expansionCrypto exchange Binance has hired former Huobi executive Josh Goodbody for leading growth in Europe and Latin America. Goodbody joins Binance as ...,0.03720446676015854
158,2020-01-29 00:00:00,Binance US Now Offers Staking Rewards for These Two Cryptocurrencies,"1. ALGO and ATOM are the only proof-of-stake (PoS) cryptocurrencies currently available on Binance US, a California-based licensee of one of ...",Yahoo Finance,https://finance.yahoo.com/news/binance-us-now-offers-staking-140053594.html,Binance,0,1.5229201316833496,-1.7367907762527466,"Binance US Now Offers Staking Rewards for These Two Cryptocurrencies1. ALGO and ATOM are the only proof-of-stake (PoS) cryptocurrencies currently available on Binance US, a California-based licensee of one of ...",0.03697950765490532
160,2020-01-31 00:00:00,Crypto exchange Binance names former Huobi exec its ...,Cryptocurrency exchange Binance announced on its blog that it has hired John Goodboy as the new Director of European and Latin American Growth and ...,TOKENPOST,https://tokenpost.com/Crypto-exchange-Binance-names-former-JP-Morgan-exec-its-European-Latin-American-director-4978,Binance,0,1.5118935108184814,-1.7066960334777832,Crypto exchange Binance names former Huobi exec its ...Cryptocurrency exchange Binance announced on its blog that it has hired John Goodboy as the new Director of European and Latin American Growth and ...,0.03847213461995125
164,2020-02-11 00:00:00,Binance Adds Russian Ruble to Its P2P Exchange,"Binance, one of the world's leading crypto exchanges, announced on Tuesday the addition of the Russian ruble on its peer-to-peer (P2P) platform. This marks ...",Finance Magnates,https://www.financemagnates.com/cryptocurrency/exchange/binance-adds-russian-ruble-to-its-p2p-exchange/,Binance,0,1.5249817371368408,-1.735945701599121,"Binance Adds Russian Ruble to Its P2P ExchangeBinance, one of the world's leading crypto exchanges, announced on Tuesday the addition of the Russian ruble on its peer-to-peer (P2P) platform. This marks ...",0.036936204880476
166,2020-02-06 00:00:00,Crypto exchange Binance allows users to borrow USDT to ...,Cryptocurrency exchange Binance has announced that it has added Binance USD (BUSD) cross collateral function to its Futures wallet interface.,TOKENPOST,https://tokenpost.com/Crypto-exchange-Binance-now-allows-users-to-borrow-USDT-with-cross-collateral-function-5027,Binance,0,1.5195198059082031,-1.73041570186615,Crypto exchange Binance allows users to borrow USDT to ...Cryptocurrency exchange Binance has announced that it has added Binance USD (BUSD) cross collateral function to its Futures wallet interface.,0.03732920065522194
