,article_url,author,author_url,category,count,date_time,date_time_all,domain,entity,excerpt,image_url,source_id,text,title
10,https://bitcoinist.com/binance-charged-with-embezzling-860k-worth-of-crypto-funds/,Anatol Antonovici,https://bitcoinist.com/author/anatol/,,1.0,2020-04-05 17:27:45.380834,[Timestamp('2020-04-05 17:27:45.380834')],bitcoinist,binance,"Crypto exchange Binance was accused of freezing an account worth around $1 million. The owner accuses the platform of embezzlement, but the company says it simply followed the...",https://bitcoinist.com/wp-content/uploads/2019/12/shutterstock_1430667857-300x200.jpg,,"Binance Charged with Embezzling $860k Worth of Crypto Funds Crypto exchange Binance was accused of freezing an account worth around $1 million. The owner accuses the platform of embezzlement, but the company says it simply followed the...",Binance Charged with Embezzling $860k Worth of Crypto Funds
11,https://bitcoinist.com/coinmarketcap-addresses-binance-acquisition/,Trevor Smith,https://bitcoinist.com/author/trevor-smith/,,1.0,2020-04-05 17:27:49.969535,[Timestamp('2020-04-05 17:27:49.969535')],bitcoinist,binance,"Executives of CoinMarketCap have released an open letter discussing the Binance acquisition. In it, soon-to-be CEO Carylyne Chan seeks to reassure users that the website will remain...",https://bitcoinist.com/wp-content/uploads/2019/07/24th-July-4-300x200.jpg,,"CoinMarketCap Opens Up On the Binance Acquisition Executives of CoinMarketCap have released an open letter discussing the Binance acquisition. In it, soon-to-be CEO Carylyne Chan seeks to reassure users that the website will remain...",CoinMarketCap Opens Up On the Binance Acquisition
12,https://bitcoinist.com/binance-korean-cloud-exchange-zero-fee/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-04-05 17:27:49.971668,[Timestamp('2020-04-05 17:27:49.971668')],bitcoinist,binance,The leading crypto exchange quietly dropped the news that it was entering the South Korean market with Binance KR earlier this week. Not only will this be the first exchange to run on...,https://bitcoinist.com/wp-content/uploads/2019/06/shutterstock_1158983293-e1573301195127-300x200.png,,Binance Korean Cloud Exchange Adds Zero-Fee Trading The leading crypto exchange quietly dropped the news that it was entering the South Korean market with Binance KR earlier this week. Not only will this be the first exchange to run on...,Binance Korean Cloud Exchange Adds Zero-Fee Trading
13,https://bitcoinist.com/5500-bitcoin-transferred-to-binance/,Anatol Antonovici,https://bitcoinist.com/author/anatol/,,1.0,2020-04-05 17:27:53.142186,[Timestamp('2020-04-05 17:27:53.142186')],bitcoinist,binance,"Twitter bot Whale Alert reported that 5,500 Bitcoin was moved from an unknown wallet to Binance, prompting fears that the transaction might lead to a significant drop in BTC price...",https://bitcoinist.com/wp-content/uploads/2019/06/shutterstock_532287640-e1570605374684-300x200.png,,"Bitcoin Whale Sends 5,500 BTC to Binance Worth $33.8M Twitter bot Whale Alert reported that 5,500 Bitcoin was moved from an unknown wallet to Binance, prompting fears that the transaction might lead to a significant drop in BTC price...","Bitcoin Whale Sends 5,500 BTC to Binance Worth $33.8M"
14,https://bitcoinist.com/binance-to-open-office-in-shanghai-yes-really/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-04-05 17:27:54.679359,[Timestamp('2020-04-05 17:27:54.679359')],bitcoinist,binance,"It looks as if Binance has gone ahead and achieved the impossible. In a landmark move, CEO Changpeng Zhao (CZ) announced that Binance Academy will officially set up an office in...",https://bitcoinist.com/wp-content/uploads/2019/07/Optimized-zhao-chanpeng-300x200.jpg,,"Binance to Open Office in Shanghai – Yes, Really It looks as if Binance has gone ahead and achieved the impossible. In a landmark move, CEO Changpeng Zhao (CZ) announced that Binance Academy will officially set up an office in...","Binance to Open Office in Shanghai – Yes, Really"
15,https://bitcoinist.com/binance-distributes-hive-tokens-ignores-cease-and-desist-order/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-04-05 17:27:57.668452,[Timestamp('2020-04-05 17:27:57.668452')],bitcoinist,binance,"Despite Hive Blockchain Technologies Ltd. requesting a cease and desist order to stop using its name, Binance has gone ahead and completed the distribution of ‘HIVE’ crypto...",https://bitcoinist.com/wp-content/uploads/2019/12/shutterstock_1430667857-300x200.jpg,,"Binance Distributes ‘HIVE’ Tokens, Ignores Cease and Desist Order Despite Hive Blockchain Technologies Ltd. requesting a cease and desist order to stop using its name, Binance has gone ahead and completed the distribution of ‘HIVE’ crypto...","Binance Distributes ‘HIVE’ Tokens, Ignores Cease and Desist Order"
16,https://bitcoinist.com/binance-just-moved-470-8m-of-bitcoin-for-this-tiny-fee/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-03-06 17:28:00.823981,[Timestamp('2020-03-06 17:28:00.823981')],bitcoinist,binance,"It must be nice to hold the same amount of Bitcoin as the mightly Binance. The behemoth exchange just moved $470.8mn worth of BTC (76,125) for a minuscule $1.50 fee. Binance Moved 76K...",https://bitcoinist.com/wp-content/uploads/2020/03/shutterstock_620023871-300x200.jpg,,"Binance Just Moved $470.8M of Bitcoin For This Tiny Fee It must be nice to hold the same amount of Bitcoin as the mightly Binance. The behemoth exchange just moved $470.8mn worth of BTC (76,125) for a minuscule $1.50 fee. Binance Moved 76K...",Binance Just Moved $470.8M of Bitcoin For This Tiny Fee
17,https://bitcoinist.com/crypto-trader-gets-0-0001-link-order-partially-filled-on-binance/,Ricardo Martinez,https://bitcoinist.com/author/ricardo-martinez/,,1.0,2020-03-06 17:28:08.297303,[Timestamp('2020-03-06 17:28:08.297303')],bitcoinist,binance,"A trader who placed an order for LINK on Binance in January 2019, got extremely lucky when the asset flash crashed today on Binance. The trader’s order partially filled allowing them...",https://bitcoinist.com/wp-content/uploads/2020/02/shutterstock_289453487-300x200.jpg,,"Crypto Trader Gets $0.0001 LINK Order Partially Filled on Binance A trader who placed an order for LINK on Binance in January 2019, got extremely lucky when the asset flash crashed today on Binance. The trader’s order partially filled allowing them...",Crypto Trader Gets $0.0001 LINK Order Partially Filled on Binance
18,https://bitcoinist.com/binance-us-ceo-bitcoin-could-be-a-spaceship/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-03-06 17:28:19.051437,[Timestamp('2020-03-06 17:28:19.051437')],bitcoinist,binance,"Using Nasdaq as her platform Binance.US founder and CEO Catherine Coley, commented on the state of Bitcoin and cryptocurrency adoption in the US.  Misunderstanding Gap Fueled by Media...",https://bitcoinist.com/wp-content/uploads/2020/03/6-March-4-300x200.jpeg,,"Bitcoin Could be a ‘Spaceship’ for Many Americans: Binance US CEO Using Nasdaq as her platform Binance.US founder and CEO Catherine Coley, commented on the state of Bitcoin and cryptocurrency adoption in the US.  Misunderstanding Gap Fueled by Media...",Bitcoin Could be a ‘Spaceship’ for Many Americans: Binance US CEO
19,https://bitcoinist.com/okex-ceo-offers-to-help-binance/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-03-06 17:28:22.246261,[Timestamp('2020-03-06 17:28:22.246261')],bitcoinist,binance,"Well, this is starting to get a little awkward. Binance went down once again today due to a “message broker issue.” As Binance developers furiously worked on fixing the...",https://bitcoinist.com/wp-content/uploads/2020/03/4-March-3-300x200.jpg,,"Binance Boss Responds to OKEx CEO’s Offer for ‘Help’ With a... Well, this is starting to get a little awkward. Binance went down once again today due to a “message broker issue.” As Binance developers furiously worked on fixing the...",Binance Boss Responds to OKEx CEO’s Offer for ‘Help’ With a...
20,https://bitcoinist.com/binance-teams-up-with-turkish-bank-akbank/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-03-06 17:28:25.285309,[Timestamp('2020-03-06 17:28:25.285309')],bitcoinist,binance,"Turkey seems to be on a tear when it comes to cryptocurrency. And Binance is leading the pack at bringing more fiat on-ramps. Now, in a match made in heaven, the largest cryptocurrency...",https://bitcoinist.com/wp-content/uploads/2019/06/shutterstock_548812693-1-300x200.png,,"Binance Drives Crypto Adoption, Partners With Turkey’s Largest Bank Turkey seems to be on a tear when it comes to cryptocurrency. And Binance is leading the pack at bringing more fiat on-ramps. Now, in a match made in heaven, the largest cryptocurrency...","Binance Drives Crypto Adoption, Partners With Turkey’s Largest Bank"
21,https://bitcoinist.com/binance-delists-new-batch-of-crypto-trading-pairs/,Christine Vasileva,https://bitcoinist.com/author/christine/,,1.0,2020-03-06 17:28:28.196925,[Timestamp('2020-03-06 17:28:28.196925')],bitcoinist,binance,Binance sheds another group of low-performing assets to simplify its crypto trading platform. Who didn’t make the cut this time?  Binance Culls Inactive Market Pairs The Binance...,https://bitcoinist.com/wp-content/uploads/2019/09/shutterstock_1261094455-300x200.jpg,,Binance Delists New Batch of Crypto Trading Pairs Binance sheds another group of low-performing assets to simplify its crypto trading platform. Who didn’t make the cut this time?  Binance Culls Inactive Market Pairs The Binance...,Binance Delists New Batch of Crypto Trading Pairs
22,https://bitcoinist.com/craig-wright-is-a-fraud-cz-binance-ceo/,Emilio Janus,https://bitcoinist.com/author/emilio-janus/,,1.0,2020-03-06 17:28:35.645030,[Timestamp('2020-03-06 17:28:35.645030')],bitcoinist,binance,"On a slow news day, what better than a tweet from Binance CEO Changpeng Zhou (CZ) to liven things up?… A tweet from CZ beginning with the immortal phrase, “[Craig Wright]...",https://bitcoinist.com/wp-content/uploads/2020/02/shutterstock_246916189-300x200.jpg,,"Craig Wright “Is A Fraud”: Binance CEO Doesn’t Hold Back On a slow news day, what better than a tweet from Binance CEO Changpeng Zhou (CZ) to liven things up?… A tweet from CZ beginning with the immortal phrase, “[Craig Wright]...",Craig Wright “Is A Fraud”: Binance CEO Doesn’t Hold Back
23,https://bitcoinist.com/binance-ceo-responds-to-fud-about-its-malta-residency/,Trevor Smith,https://bitcoinist.com/author/trevor-smith/,,1.0,2020-03-06 17:28:37.041581,[Timestamp('2020-03-06 17:28:37.041581')],bitcoinist,binance,"Changpeng Zhou, CEO of Binance, has strongly rebuked Maltese officials that have claimed his exchange is not authorized to operate in the island nation. Zhou asserts that Binance is...",https://bitcoinist.com/wp-content/uploads/2019/04/cz2-300x200.jpg,,"Binance CEO Responds to FUD About its Malta Residency Changpeng Zhou, CEO of Binance, has strongly rebuked Maltese officials that have claimed his exchange is not authorized to operate in the island nation. Zhou asserts that Binance is...",Binance CEO Responds to FUD About its Malta Residency
24,https://bitcoinist.com/tether-slashes-30-off-tron-usdt-moves-coins-to-ethereum-network/,Christine Vasileva,https://bitcoinist.com/author/christine/,,1.0,2020-03-06 17:28:38.586052,[Timestamp('2020-03-06 17:28:38.586052')],bitcoinist,binance,"A series of large-scale transactions confused the markets today, after a unusual movement of 300M USDT tokens took place.  Tether and Binance Cooperated on the Whale Transaction and...",https://bitcoinist.com/wp-content/uploads/2020/02/shutterstock_1250084788-300x200.jpg,,"Tether Slashes 30% Off TRON-USDT, Moves Coins to Ethereum Network A series of large-scale transactions confused the markets today, after a unusual movement of 300M USDT tokens took place.  Tether and Binance Cooperated on the Whale Transaction and...","Tether Slashes 30% Off TRON-USDT, Moves Coins to Ethereum Network"
25,https://bitcoinist.com/binance-undergoes-maintenance-will-crypto-prices-dump/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-02-05 17:28:41.692923,[Timestamp('2020-02-05 17:28:41.692923')],bitcoinist,binance,"Binance just made an unexpected announcement. The most active cryptocurrency exchange is ‘undergoing temporary system maintenance,’ which normally doesn’t bode well...",https://bitcoinist.com/wp-content/uploads/2020/02/shutterstock_1499015951-300x200.jpg,,"Binance Undergoes ‘Maintenance’ – Will Crypto Prices Dump? Binance just made an unexpected announcement. The most active cryptocurrency exchange is ‘undergoing temporary system maintenance,’ which normally doesn’t bode well...",Binance Undergoes ‘Maintenance’ – Will Crypto Prices Dump?
26,https://bitcoinist.com/binance-futures-weekly-volume-hits-record-16b/,Anatol Antonovici,https://bitcoinist.com/author/anatol/,,1.0,2020-02-05 17:28:43.128003,[Timestamp('2020-02-05 17:28:43.128003')],bitcoinist,binance,"Binance Futures has doubled its weekly trading volumes since the start of the year, according to a recent report published on Binance blog. Binance Futures Weekly Volume Exceeds $16...",https://bitcoinist.com/wp-content/uploads/2019/12/shutterstock_1430667857-300x200.jpg,,"Binance Futures Weekly Volume Hits Record $16B Binance Futures has doubled its weekly trading volumes since the start of the year, according to a recent report published on Binance blog. Binance Futures Weekly Volume Exceeds $16...",Binance Futures Weekly Volume Hits Record $16B
27,https://bitcoinist.com/binance-to-take-on-amazon-and-google-with-crypto-cloud-services/,Martin Young,https://bitcoinist.com/author/martinjyoung/,,1.0,2020-02-05 17:28:44.548454,[Timestamp('2020-02-05 17:28:44.548454')],bitcoinist,binance,"Crypto exchange giant Binance is rapidly turning into the Google of the digital asset world. Its latest venture will even compete with the search giant, along with Amazon and Microsoft...",https://bitcoinist.com/wp-content/uploads/2020/02/binancecloud-300x200.jpg,,"Binance To Take on Amazon and Google With Crypto Cloud Services Crypto exchange giant Binance is rapidly turning into the Google of the digital asset world. Its latest venture will even compete with the search giant, along with Amazon and Microsoft...",Binance To Take on Amazon and Google With Crypto Cloud Services
28,https://bitcoinist.com/binance-delay-in-order-book/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-02-05 17:28:51.033337,[Timestamp('2020-02-05 17:28:51.033337')],bitcoinist,binance,Binance traders are outraged today after a ‘slight delay’ in the order book created widespread REKT-age. Binance CEO Slammed for Subpar UI Binance CEO Changpeng Zhao (CZ)...,https://bitcoinist.com/wp-content/uploads/2020/02/shutterstock_159315353-300x200.jpg,,Binance CEO Roasted for Order Book ‘Slight Delay’ Binance traders are outraged today after a ‘slight delay’ in the order book created widespread REKT-age. Binance CEO Slammed for Subpar UI Binance CEO Changpeng Zhao (CZ)...,Binance CEO Roasted for Order Book ‘Slight Delay’
29,https://bitcoinist.com/binance-ceo-first-ama-of-2020-goes-live-here-are-the-key-takeaways/,Ricardo Martinez,https://bitcoinist.com/author/ricardo-martinez/,,1.0,2020-02-05 17:29:00.979997,[Timestamp('2020-02-05 17:29:00.979997')],bitcoinist,binance,"Binance CEO Changpeng Zhao (CZ), has just given his first AMA of 2020. We’ll take a look at the most important announcements in 2020. Binance has big things planned for 2020 Binance...",https://bitcoinist.com/wp-content/uploads/2019/04/cz2-300x200.jpg,,"Binance CEO First AMA of 2020 Goes Live, Here Are The Key Takeaways Binance CEO Changpeng Zhao (CZ), has just given his first AMA of 2020. We’ll take a look at the most important announcements in 2020. Binance has big things planned for 2020 Binance...","Binance CEO First AMA of 2020 Goes Live, Here Are The Key Takeaways"
30,https://bitcoinist.com/binance-scores-former-jpmorgan-exec/,Christina Comben,https://bitcoinist.com/author/christina-comben/,,1.0,2020-02-05 17:29:14.039592,[Timestamp('2020-02-05 17:29:14.039592')],bitcoinist,binance,There seems to be nothing stopping Binance from its quest for world domination. Changpeng Zhao’s powerhouse exchange is now branching into additional markets–with former...,https://bitcoinist.com/wp-content/uploads/2019/12/shutterstock_1430667857-300x200.jpg,,Binance Scores Former JPMorgan Exec to Lead Latin Expansion There seems to be nothing stopping Binance from its quest for world domination. Changpeng Zhao’s powerhouse exchange is now branching into additional markets–with former...,Binance Scores Former JPMorgan Exec to Lead Latin Expansion
31,https://bitcoinist.com/binance-pledges-usd-1-5-million-coronavirus-victims/,Julio Gil-Pulgar,https://bitcoinist.com/author/juliogp/,,1.0,2020-02-05 17:29:21.999788,[Timestamp('2020-02-05 17:29:21.999788')],bitcoinist,binance,Bitcoin exchange Binance is leading the charity effort to provide support to coronavirus victims by pledging $1.5 million. Binance Leading the Effort to Help Coronavirus Victims The...,https://bitcoinist.com/wp-content/uploads/2020/01/26-January-4-300x200.jpg,,Binance Pledges $1.5 Million for Coronavirus Victims Bitcoin exchange Binance is leading the charity effort to provide support to coronavirus victims by pledging $1.5 million. Binance Leading the Effort to Help Coronavirus Victims The...,Binance Pledges $1.5 Million for Coronavirus Victims
32,https://bitcoinist.com/binance-bitmex-dominate-bitcoin-perpetual-futures-markets/,Martin Young,https://bitcoinist.com/author/martinjyoung/,,1.0,2020-02-05 17:29:26.761458,[Timestamp('2020-02-05 17:29:26.761458')],bitcoinist,binance,A recent crypto exchange review has revealed that the two dominant forces in bitcoin perpetual futures were Binance and BitMEX commanding 40% of the market between them. Top exchanges...,https://bitcoinist.com/wp-content/uploads/2020/01/23-January-1-e1579768977167-300x200.jpg,,"BitMEX, Binance Dominate Bitcoin Perpetual Futures Markets A recent crypto exchange review has revealed that the two dominant forces in bitcoin perpetual futures were Binance and BitMEX commanding 40% of the market between them. Top exchanges...","BitMEX, Binance Dominate Bitcoin Perpetual Futures Markets"
33,https://bitcoinist.com/binance-coin-bnb-worth-usd-38-million-token-burn/,Ali,https://bitcoinist.com/author/aliraza/,,1.0,2020-01-06 17:29:32.575660,[Timestamp('2020-01-06 17:29:32.575660')],bitcoinist,binance,"Binance carried out its 10th token burn, removing ~$38.8 million worth of BNB from circulation, forever. Binance Performs its 10th Quarterly Token Burn The malta-based crypto exchange...",https://bitcoinist.com/wp-content/uploads/2020/01/18-January-1-e1579344856683-300x200.jpg,,"Binance Coins (BNB) Worth $38.8 Million Now ‘Out of Circulation’ Binance carried out its 10th token burn, removing ~$38.8 million worth of BNB from circulation, forever. Binance Performs its 10th Quarterly Token Burn The malta-based crypto exchange...",Binance Coins (BNB) Worth $38.8 Million Now ‘Out of Circulation’
34,https://bitcoinist.com/binance-yahoo-japan-subsidiaries-crypto-partnership/,Martin Young,https://bitcoinist.com/author/martinjyoung/,,1.0,2020-01-06 17:29:35.634165,[Timestamp('2020-01-06 17:29:35.634165')],bitcoinist,binance,Crypto exchange giant Binance has announced two major partnerships with subsidiaries of Yahoo Japan. This is big news for the industry. Binance Eyes Crypto Expansion in Japan According...,https://bitcoinist.com/wp-content/uploads/2020/01/17-January-1-300x200.jpg,,Crypto Exchange Binance to Partner With Yahoo’s Japanese Divisions Crypto exchange giant Binance has announced two major partnerships with subsidiaries of Yahoo Japan. This is big news for the industry. Binance Eyes Crypto Expansion in Japan According...,Crypto Exchange Binance to Partner With Yahoo’s Japanese Divisions
35,https://bitcoinist.com/bitcoin-sv-climbs-to-flippen-binance-coin-bnb/,Christine Vasileva,https://bitcoinist.com/author/christine/,,1.0,2020-01-06 17:29:44.094983,[Timestamp('2020-01-06 17:29:44.094983')],bitcoinist,binance,"Bitcoin SV (BSV) has rallied strongly in January, expanding its price by 50%. The project’s proponents spent the past few months promising “something big” for the coin. Bitcoin...",https://bitcoinist.com/wp-content/uploads/2020/01/shutterstock_439081510-300x200.jpg,,"Bitcoin SV, Binance Feud Heats Up as BSV Flips BNB Bitcoin SV (BSV) has rallied strongly in January, expanding its price by 50%. The project’s proponents spent the past few months promising “something big” for the coin. Bitcoin...","Bitcoin SV, Binance Feud Heats Up as BSV Flips BNB"
36,https://bitcoinist.com/binance-stablecoin-receives-nydfs-approval/,Ali,https://bitcoinist.com/author/aliraza/,,1.0,2020-01-06 17:29:51.596785,[Timestamp('2020-01-06 17:29:51.596785')],bitcoinist,binance,"According to a recent announcement by one of the world’s largest crypto exchanges, Binance, its USD-backed stablecoin was just approved by the New York State Department of...",https://bitcoinist.com/wp-content/uploads/2019/09/shutterstock_1149005132-300x200.jpg,,"Binance Stablecoin Receives NYDFS Approval According to a recent announcement by one of the world’s largest crypto exchanges, Binance, its USD-backed stablecoin was just approved by the New York State Department of...",Binance Stablecoin Receives NYDFS Approval
37,https://bitcoinist.com/binance-to-give-away-tesla-cybertruck-in-xmas-troy-promotion/,Emilio Janus,https://bitcoinist.com/author/emilio-janus/,,1.0,2020-01-06 17:30:06.017290,[Timestamp('2020-01-06 17:30:06.017290')],bitcoinist,binance,"Cryptocurrency exchange, Binance, has announced a Christmas ‘Give Away’ of a Tesla Cybertruck and $50k of TROY tokens. Of course, ‘Give Away’ might be a...",https://bitcoinist.com/wp-content/uploads/2019/12/shutterstock_1572301324-300x200.jpg,,"Binance to Give Away Tesla Cybertruck In Xmas TROY Promotion Cryptocurrency exchange, Binance, has announced a Christmas ‘Give Away’ of a Tesla Cybertruck and $50k of TROY tokens. Of course, ‘Give Away’ might be a...",Binance to Give Away Tesla Cybertruck In Xmas TROY Promotion
